filename,width,height,class,xmin,ymin,xmax,ymax
apple017S(11).JPG,816,612,apple,426,194,669,406
apple017S(11).JPG,816,612,coin,100,346,173,418
apple017S(12).JPG,816,612,apple,430,201,672,409
apple017S(12).JPG,816,612,coin,98,350,173,420
apple017S(13).JPG,816,612,apple,418,222,658,428
apple017S(13).JPG,816,612,coin,81,369,154,442
apple017S(14).JPG,816,612,apple,428,235,656,433
apple017S(14).JPG,816,612,coin,112,373,181,446
apple017S(15).JPG,816,612,apple,451,207,700,422
apple017S(15).JPG,816,612,coin,124,360,193,429
apple017S(16).JPG,816,612,apple,421,209,656,410
apple017S(16).JPG,816,612,coin,94,359,167,430
apple017S(17).JPG,816,612,apple,425,216,663,421
apple017S(17).JPG,816,612,coin,89,366,163,433
apple017S(18).JPG,816,612,apple,437,226,675,428
apple017S(18).JPG,816,612,coin,120,380,190,449
apple017S(19).JPG,816,612,apple,436,201,674,400
apple017S(19).JPG,816,612,coin,108,349,179,417
apple017S(2).JPG,816,612,apple,451,250,691,459
apple017S(2).JPG,816,612,coin,142,402,212,470
apple017S(20).JPG,816,612,apple,420,222,660,422
apple017S(20).JPG,816,612,coin,105,368,175,437
apple017S(21).JPG,816,612,apple,455,207,688,406
apple017S(21).JPG,816,612,coin,132,354,202,420
apple017S(22).JPG,816,612,apple,450,196,686,401
apple017S(22).JPG,816,612,coin,112,351,185,421
apple017S(23).JPG,816,612,apple,418,221,659,419
apple017S(23).JPG,816,612,coin,100,373,171,441
apple017S(24).JPG,816,612,apple,428,213,671,412
apple017S(24).JPG,816,612,coin,105,364,173,433
apple017S(25).JPG,816,612,apple,432,202,661,404
apple017S(25).JPG,816,612,coin,103,353,170,419
apple017S(26).JPG,816,612,apple,439,185,679,386
apple017S(26).JPG,816,612,coin,119,336,189,403
apple017S(27).JPG,816,612,apple,413,234,643,427
apple017S(27).JPG,816,612,coin,114,390,182,455
apple017S(3).JPG,816,612,apple,424,245,661,451
apple017S(3).JPG,816,612,coin,110,398,184,468
apple017S(4).JPG,816,612,apple,405,233,645,434
apple017S(4).JPG,816,612,coin,94,381,164,452
apple017S(5).JPG,816,612,apple,448,224,685,428
apple017S(5).JPG,816,612,coin,116,372,187,442
apple017S(6).JPG,816,612,apple,411,207,651,420
apple017S(6).JPG,816,612,coin,94,362,162,430
apple017S(7).JPG,816,612,apple,430,226,665,434
apple017S(7).JPG,816,612,coin,118,378,189,446
apple017S(8).JPG,816,612,apple,422,246,655,451
apple017S(8).JPG,816,612,coin,121,394,191,465
apple017S(9).JPG,816,612,apple,441,221,674,428
apple017S(9).JPG,816,612,coin,101,367,177,442
apple017T(1).JPG,816,612,apple,404,242,645,479
apple017T(1).JPG,816,612,coin,158,222,215,283
apple017T(10).JPG,816,612,apple,417,189,641,412
apple017T(10).JPG,816,612,coin,163,169,227,229
apple017T(11).JPG,816,612,apple,420,208,660,435
apple017T(11).JPG,816,612,coin,156,190,218,252
apple017T(12).JPG,816,612,apple,406,208,657,451
apple017T(12).JPG,816,612,coin,118,183,183,248
apple017T(13).JPG,816,612,apple,414,178,641,394
apple017T(13).JPG,816,612,coin,162,149,222,209
apple017T(14).JPG,816,612,apple,373,197,590,403
apple017T(14).JPG,816,612,coin,151,174,208,231
apple017T(15).JPG,816,612,apple,423,228,629,433
apple017T(15).JPG,816,612,coin,171,200,228,254
apple017T(16).JPG,816,612,apple,408,179,660,419
apple017T(16).JPG,816,612,coin,146,176,207,236
apple017T(17).JPG,816,612,apple,439,225,674,453
apple017T(17).JPG,816,612,coin,174,199,235,259
apple017T(18).JPG,816,612,apple,367,194,577,408
apple017T(18).JPG,816,612,coin,146,178,201,234
apple017T(19).JPG,816,612,apple,392,187,628,421
apple017T(19).JPG,816,612,coin,153,178,216,238
apple017T(2).JPG,816,612,apple,383,233,627,473
apple017T(2).JPG,816,612,coin,126,214,190,277
apple017T(20).JPG,816,612,apple,402,235,627,459
apple017T(20).JPG,816,612,coin,188,211,246,267
apple017T(21).JPG,816,612,apple,351,187,566,396
apple017T(21).JPG,816,612,coin,130,147,188,203
apple017T(22).JPG,816,612,apple,424,229,631,435
apple017T(22).JPG,816,612,coin,216,193,270,247
apple017T(23).JPG,816,612,apple,407,253,624,466
apple017T(23).JPG,816,612,coin,184,231,242,286
apple017T(24).JPG,816,612,apple,356,195,560,398
apple017T(24).JPG,816,612,coin,142,163,202,218
apple017T(25).JPG,816,612,apple,351,202,582,414
apple017T(25).JPG,816,612,coin,135,185,195,241
apple017T(26).JPG,816,612,apple,375,205,621,441
apple017T(26).JPG,816,612,coin,141,185,204,244
apple017T(27).JPG,816,612,apple,342,183,577,420
apple017T(27).JPG,816,612,coin,125,170,188,229
apple017T(3).JPG,816,612,apple,373,199,594,421
apple017T(3).JPG,816,612,coin,106,188,167,244
apple017T(4).JPG,816,612,apple,409,203,626,417
apple017T(4).JPG,816,612,coin,154,198,210,251
apple017T(5).JPG,816,612,apple,374,217,579,418
apple017T(5).JPG,816,612,coin,128,185,185,238
apple017T(6).JPG,816,612,apple,364,185,583,395
apple017T(6).JPG,816,612,coin,118,174,178,233
apple017T(7).JPG,816,612,apple,415,211,643,436
apple017T(7).JPG,816,612,coin,153,211,211,267
apple017T(8).JPG,816,612,apple,413,173,636,395
apple017T(8).JPG,816,612,coin,141,161,199,217
apple017T(9).JPG,816,612,apple,395,137,629,367
apple017T(9).JPG,816,612,coin,103,118,170,179
apple018S(1).JPG,816,612,apple,446,192,644,369
apple018S(1).JPG,816,612,coin,155,321,220,383
apple018S(10).JPG,816,612,apple,444,176,646,365
apple018S(10).JPG,816,612,coin,145,317,207,380
apple018S(11).JPG,816,612,apple,456,146,665,331
apple018S(11).JPG,816,612,coin,127,285,191,345
apple018S(2).JPG,816,612,apple,381,173,597,354
apple018S(2).JPG,816,612,coin,127,313,188,375
apple018S(3).JPG,816,612,apple,433,180,623,358
apple018S(3).JPG,816,612,coin,158,317,225,376
apple018S(4).JPG,816,612,apple,436,191,644,367
apple018S(4).JPG,816,612,coin,171,324,236,388
apple018S(5).JPG,816,612,apple,467,190,658,357
apple018S(5).JPG,816,612,coin,168,318,228,378
apple018S(6).JPG,816,612,apple,449,194,655,371
apple018S(6).JPG,816,612,coin,148,327,212,384
apple018S(7).JPG,816,612,apple,472,192,672,370
apple018S(7).JPG,816,612,coin,151,323,217,383
apple018S(8).JPG,816,612,apple,442,191,654,364
apple018S(8).JPG,816,612,coin,166,322,233,381
apple018S(9).JPG,816,612,apple,447,165,646,339
apple018S(9).JPG,816,612,coin,181,294,246,356
apple018T(1).JPG,816,612,apple,417,244,631,445
apple018T(1).JPG,816,612,coin,207,225,260,282
apple018T(10).JPG,816,612,apple,422,202,664,434
apple018T(10).JPG,816,612,coin,151,165,214,225
apple018T(11).JPG,816,612,apple,432,234,645,457
apple018T(11).JPG,816,612,coin,176,222,241,281
apple018T(2).JPG,816,612,apple,387,203,624,436
apple018T(2).JPG,816,612,coin,121,150,186,213
apple018T(3).JPG,816,612,apple,452,203,693,431
apple018T(3).JPG,816,612,coin,171,209,232,267
apple018T(4).JPG,816,612,apple,434,254,639,466
apple018T(4).JPG,816,612,coin,173,205,232,260
apple018T(5).JPG,816,612,apple,415,213,672,462
apple018T(5).JPG,816,612,coin,116,186,180,249
apple018T(6).JPG,816,612,apple,440,202,674,444
apple018T(6).JPG,816,612,coin,153,200,211,258
apple018T(7).JPG,816,612,apple,398,222,639,445
apple018T(7).JPG,816,612,coin,150,183,213,244
apple018T(8).JPG,816,612,apple,394,218,622,450
apple018T(8).JPG,816,612,coin,164,211,225,269
apple018T(9).JPG,816,612,apple,435,212,659,428
apple018T(9).JPG,816,612,coin,168,193,227,251
apple019S(1).JPG,504,378,apple,275,59,487,257
apple019S(1).JPG,504,378,coin,13,202,67,255
apple019S(2).JPG,504,378,apple,281,52,487,239
apple019S(2).JPG,504,378,coin,12,187,66,241
apple019S(3).JPG,504,378,apple,256,51,493,270
apple019S(3).JPG,504,378,coin,6,200,61,254
apple019S(4).JPG,504,378,apple,243,45,465,257
apple019S(4).JPG,504,378,coin,33,192,88,246
apple019S(5).JPG,504,378,apple,253,40,451,229
apple019S(5).JPG,504,378,coin,25,176,80,230
apple019S(6).JPG,504,378,apple,251,46,470,243
apple019S(6).JPG,504,378,coin,26,186,81,238
apple019S(7).JPG,504,378,apple,268,65,474,260
apple019S(7).JPG,504,378,coin,26,209,81,264
apple019T(1).JPG,504,378,apple,156,96,284,227
apple019T(1).JPG,504,378,coin,393,119,430,157
apple019T(2).JPG,504,378,apple,116,63,256,194
apple019T(2).JPG,504,378,coin,385,114,422,149
apple019T(3).JPG,504,378,apple,141,75,269,202
apple019T(3).JPG,504,378,coin,363,105,398,141
apple019T(4).JPG,504,378,apple,118,107,246,227
apple019T(4).JPG,504,378,coin,345,100,378,135
apple019T(5).JPG,504,378,apple,138,133,272,262
apple019T(5).JPG,504,378,coin,407,142,442,179
apple019T(6).JPG,504,378,apple,217,148,354,282
apple019T(6).JPG,504,378,coin,60,208,96,247
apple019T(7).JPG,504,378,apple,130,114,272,241
apple019T(7).JPG,504,378,coin,399,135,436,173
banana001S(1).JPG,816,612,banana,226,299,564,387
banana001S(1).JPG,816,612,coin,621,334,674,388
banana001S(2).JPG,816,612,banana,106,286,511,371
banana001S(2).JPG,816,612,coin,583,318,638,370
banana001S(3).JPG,816,612,banana,216,260,609,352
banana001S(3).JPG,816,612,coin,655,294,714,350
banana001T(1).JPG,816,612,banana,284,188,633,330
banana001T(1).JPG,816,612,coin,218,480,276,536
banana001T(2).JPG,816,612,banana,271,166,631,384
banana001T(2).JPG,816,612,coin,167,471,224,532
banana001T(3).JPG,816,612,banana,220,246,598,389
banana001T(3).JPG,816,612,coin,630,137,687,192
banana001T(4).JPG,816,612,banana,339,184,666,369
banana001T(4).JPG,816,612,coin,194,434,249,487
banana002S(1).JPG,816,612,banana,31,371,369,554
banana002S(1).JPG,816,612,coin,676,443,779,541
banana002S(2).JPG,816,612,banana,107,339,372,494
banana002S(2).JPG,816,612,coin,692,396,766,496
banana002S(3).JPG,816,612,banana,466,291,772,450
banana002S(3).JPG,816,612,coin,11,363,114,457
banana002T(1).JPG,816,612,banana,95,83,646,503
banana002T(1).JPG,816,612,coin,405,241,488,322
banana002T(2).JPG,816,612,banana,106,143,654,456
banana002T(2).JPG,816,612,coin,345,117,425,193
banana002T(3).JPG,816,612,banana,73,79,719,442
banana002T(3).JPG,816,612,coin,383,365,478,458
banana003S(1).JPG,816,612,banana,157,219,586,333
banana003S(1).JPG,816,612,coin,719,288,802,368
banana003S(2).JPG,816,612,banana,143,257,536,368
banana003S(2).JPG,816,612,coin,694,326,754,402
banana003S(3).JPG,816,612,banana,140,255,537,361
banana003S(3).JPG,816,612,coin,696,321,779,399
banana003T(1).JPG,816,612,banana,338,119,515,462
banana003T(1).JPG,816,612,coin,643,462,703,525
banana003T(2).JPG,612,816,banana,254,197,413,561
banana003T(2).JPG,612,816,coin,113,622,178,681
banana004S(1).JPG,816,612,banana,490,325,751,481
banana004S(1).JPG,816,612,coin,88,381,178,465
banana004S(2).JPG,816,612,banana,274,327,778,493
banana004S(2).JPG,816,612,coin,24,392,125,486
banana004S(3).JPG,816,612,banana,435,320,745,489
banana004S(3).JPG,816,612,coin,105,394,191,480
banana004T(1).JPG,816,612,banana,294,101,745,399
banana004T(1).JPG,816,612,coin,453,444,519,512
banana004T(2).JPG,816,612,banana,283,59,670,516
banana004T(2).JPG,816,612,coin,343,308,415,378
banana004T(3).JPG,816,612,banana,182,95,754,343
banana004T(3).JPG,816,612,coin,435,355,508,426
banana005S(1).JPG,816,612,banana,81,155,573,240
banana005S(1).JPG,816,612,coin,672,212,750,289
banana005S(2).JPG,816,612,banana,49,214,582,321
banana005S(2).JPG,816,612,coin,640,278,724,355
banana005S(3).JPG,816,612,banana,49,99,392,237
banana005S(3).JPG,816,612,coin,685,197,781,292
banana005T(1).JPG,816,612,banana,248,60,545,540
banana005T(1).JPG,816,612,coin,481,284,547,349
banana005T(2).JPG,816,612,banana,184,78,451,539
banana005T(2).JPG,816,612,coin,572,126,632,192
banana005T(3).JPG,816,612,banana,127,235,653,494
banana005T(3).JPG,816,612,coin,360,151,430,223
banana006S(1).JPG,816,612,banana,404,270,681,362
banana006S(1).JPG,816,612,coin,151,302,228,378
banana006S(2).JPG,816,612,banana,464,290,699,386
banana006S(2).JPG,816,612,coin,114,324,186,391
banana006S(3).JPG,816,612,banana,287,226,728,327
banana006S(3).JPG,816,612,coin,95,270,166,346
banana006T(1).JPG,816,612,banana,180,164,680,501
banana006T(1).JPG,816,612,coin,366,400,438,474
banana006T(2).JPG,816,612,banana,156,130,589,374
banana006T(2).JPG,816,612,coin,326,351,401,417
banana006T(3).JPG,612,816,banana,75,147,405,648
banana006T(3).JPG,612,816,coin,343,375,427,457
banana007S(1).JPG,816,612,banana,217,257,481,364
banana007S(1).JPG,816,612,coin,537,291,604,355
banana007S(2).JPG,816,612,banana,306,268,706,355
banana007S(2).JPG,816,612,coin,178,295,247,362
banana007S(3).JPG,816,612,banana,339,262,707,356
banana007S(3).JPG,816,612,coin,192,289,258,353
banana007T(1).JPG,816,612,banana,158,261,543,513
banana007T(1).JPG,816,612,coin,368,198,435,260
banana007T(2).JPG,612,816,banana,135,139,421,626
banana007T(2).JPG,612,816,coin,407,363,486,443
banana007T(3).JPG,816,612,banana,362,89,640,565
banana007T(3).JPG,816,612,coin,313,287,390,366
banana008S(1).JPG,816,612,banana,266,242,757,339
banana008S(1).JPG,816,612,coin,95,290,170,361
banana008S(2).JPG,816,612,banana,307,352,736,460
banana008S(2).JPG,816,612,coin,128,401,195,470
banana008S(3).JPG,816,612,banana,384,194,738,297
banana008S(3).JPG,816,612,coin,82,256,156,329
banana008S(4).JPG,816,612,banana,277,264,800,387
banana008S(4).JPG,816,612,coin,92,299,170,378
banana008S(5).JPG,816,612,banana,305,262,791,381
banana008S(5).JPG,816,612,coin,116,314,196,390
banana008T(1).JPG,816,612,banana,268,15,503,546
banana008T(1).JPG,816,612,coin,521,269,597,338
banana008T(2).JPG,816,612,banana,239,164,776,417
banana008T(2).JPG,816,612,coin,427,344,502,417
banana008T(3).JPG,816,612,banana,215,242,664,437
banana008T(3).JPG,816,612,coin,399,180,463,243
banana008T(4).JPG,816,612,banana,352,100,566,558
banana008T(4).JPG,816,612,coin,303,261,368,327
banana008T(5).JPG,816,612,banana,346,71,548,514
banana008T(5).JPG,816,612,coin,295,294,360,356
banana009S(1).JPG,816,612,banana,11,292,507,384
banana009S(1).JPG,816,612,coin,635,343,706,409
banana009S(2).JPG,816,612,banana,13,277,585,366
banana009S(2).JPG,816,612,coin,633,325,702,398
banana009S(3).JPG,816,612,banana,29,241,528,351
banana009S(3).JPG,816,612,coin,634,281,706,352
banana009S(4).JPG,816,612,banana,18,258,553,336
banana009S(4).JPG,816,612,coin,627,298,692,361
banana009S(5).JPG,816,612,banana,64,257,554,361
banana009S(5).JPG,816,612,coin,638,306,707,371
banana009S(6).JPG,816,612,banana,64,231,567,338
banana009S(6).JPG,816,612,coin,675,276,740,341
banana009S(7).JPG,816,612,banana,8,256,573,356
banana009S(7).JPG,816,612,coin,665,301,741,371
banana009S(8).JPG,816,612,banana,116,258,561,353
banana009S(8).JPG,816,612,coin,642,308,706,368
banana009T(1).JPG,816,612,banana,275,56,516,549
banana009T(1).JPG,816,612,coin,101,99,164,166
banana009T(2).JPG,816,612,banana,409,67,578,494
banana009T(2).JPG,816,612,coin,140,270,198,326
banana009T(3).JPG,816,612,banana,372,65,575,551
banana009T(3).JPG,816,612,coin,81,224,139,277
banana009T(4).JPG,816,612,banana,338,50,557,489
banana009T(4).JPG,816,612,coin,191,203,243,256
banana009T(5).JPG,816,612,banana,382,58,598,566
banana009T(5).JPG,816,612,coin,117,355,174,410
banana009T(6).JPG,816,612,banana,306,50,569,503
banana009T(6).JPG,816,612,coin,62,166,119,224
banana009T(7).JPG,816,612,banana,283,112,517,533
banana009T(7).JPG,816,612,coin,180,49,236,106
banana009T(8).JPG,816,612,banana,235,126,423,558
banana009T(8).JPG,816,612,coin,392,39,451,99
banana010S(1).JPG,816,612,banana,286,277,783,381
banana010S(1).JPG,816,612,coin,68,336,154,413
banana010S(2).JPG,816,612,banana,280,297,750,388
banana010S(2).JPG,816,612,coin,83,340,146,408
banana010S(3).JPG,816,612,banana,162,287,567,378
banana010S(3).JPG,816,612,coin,643,334,710,400
banana010S(4).JPG,816,612,banana,154,320,570,423
banana010S(4).JPG,816,612,coin,659,362,728,427
banana010S(5).JPG,816,612,banana,74,256,560,335
banana010S(5).JPG,816,612,coin,651,299,717,365
banana010S(6).JPG,816,612,banana,252,287,754,390
banana010S(6).JPG,816,612,coin,24,342,98,418
banana010S(7).JPG,816,612,banana,332,292,786,409
banana010S(7).JPG,816,612,coin,78,348,156,422
banana010S(8).JPG,816,612,banana,323,347,791,469
banana010S(8).JPG,816,612,coin,89,397,163,469
banana010T(1).JPG,816,612,banana,346,137,542,554
banana010T(1).JPG,816,612,coin,256,47,319,108
banana010T(2).JPG,816,612,banana,180,113,395,517
banana010T(2).JPG,816,612,coin,575,173,637,236
banana010T(3).JPG,816,612,banana,332,126,557,551
banana010T(3).JPG,816,612,coin,183,82,247,146
banana010T(4).JPG,816,612,banana,343,188,518,545
banana010T(4).JPG,816,612,coin,125,289,178,339
banana010T(5).JPG,816,612,banana,297,109,474,535
banana010T(5).JPG,816,612,coin,51,214,105,270
banana010T(6).JPG,816,612,banana,217,137,446,548
banana010T(6).JPG,816,612,coin,573,167,635,230
banana010T(7).JPG,816,612,banana,254,72,477,499
banana010T(7).JPG,816,612,coin,99,144,159,204
banana010T(8).JPG,816,612,banana,298,110,565,542
banana010T(8).JPG,816,612,coin,132,93,197,157
banana011S(1).JPG,816,612,banana,354,326,723,413
banana011S(1).JPG,816,612,coin,110,361,182,426
banana011S(2).JPG,816,612,banana,332,308,736,400
banana011S(2).JPG,816,612,coin,66,346,138,416
banana011S(3).JPG,816,612,banana,342,346,699,435
banana011S(3).JPG,816,612,coin,89,385,161,451
banana011S(4).JPG,816,612,banana,338,296,713,387
banana011S(4).JPG,816,612,coin,114,328,182,395
banana011S(5).JPG,816,612,banana,354,310,764,400
banana011S(5).JPG,816,612,coin,100,351,170,417
banana011S(6).JPG,816,612,banana,433,315,611,396
banana011S(6).JPG,816,612,coin,84,349,152,414
banana011S(7).JPG,816,612,banana,372,303,750,404
banana011S(7).JPG,816,612,coin,131,348,200,412
banana011S(8).JPG,816,612,banana,343,324,767,417
banana011S(8).JPG,816,612,coin,95,367,165,434
banana011S(9).JPG,816,612,banana,335,338,746,427
banana011S(9).JPG,816,612,coin,80,382,153,448
banana011T(1).JPG,816,612,banana,416,164,611,547
banana011T(1).JPG,816,612,coin,129,60,197,125
banana011T(2).JPG,816,612,banana,431,156,612,514
banana011T(2).JPG,816,612,coin,160,109,220,170
banana011T(3).JPG,816,612,banana,417,182,598,542
banana011T(3).JPG,816,612,coin,174,87,235,149
banana011T(4).JPG,816,612,banana,335,134,535,513
banana011T(4).JPG,816,612,coin,49,46,116,111
banana011T(5).JPG,816,612,banana,367,157,544,508
banana011T(5).JPG,816,612,coin,102,100,161,156
banana011T(6).JPG,816,612,banana,243,260,617,435
banana011T(6).JPG,816,612,coin,70,100,134,160
banana011T(7).JPG,816,612,banana,367,213,554,565
banana011T(7).JPG,816,612,coin,123,104,189,162
banana011T(8).JPG,816,612,banana,348,152,548,530
banana011T(8).JPG,816,612,coin,90,106,159,172
banana011T(9).JPG,816,612,banana,355,118,573,536
banana011T(9).JPG,816,612,coin,81,45,156,116
banana012S(1).JPG,816,612,banana,342,295,677,370
banana012S(1).JPG,816,612,coin,122,327,185,388
banana012S(2).JPG,816,612,banana,373,275,696,350
banana012S(2).JPG,816,612,coin,148,304,211,364
banana012S(3).JPG,816,612,banana,354,317,694,391
banana012S(3).JPG,816,612,coin,111,346,173,408
banana012S(4).JPG,816,612,banana,354,289,691,363
banana012S(4).JPG,816,612,coin,108,326,172,387
banana012S(5).JPG,816,612,banana,307,282,624,356
banana012S(5).JPG,816,612,coin,70,314,130,374
banana012S(6).JPG,816,612,banana,332,271,671,347
banana012S(6).JPG,816,612,coin,92,305,156,366
banana012S(7).JPG,816,612,banana,316,298,635,373
banana012S(7).JPG,816,612,coin,89,325,153,387
banana012S(8).JPG,816,612,banana,328,296,643,378
banana012S(8).JPG,816,612,coin,109,330,167,391
banana012T(1).JPG,816,612,banana,470,132,658,506
banana012T(1).JPG,816,612,coin,205,274,271,336
banana012T(2).JPG,816,612,banana,411,71,582,455
banana012T(2).JPG,816,612,coin,96,251,161,315
banana012T(3).JPG,816,612,banana,426,142,621,529
banana012T(3).JPG,816,612,coin,150,284,221,351
banana012T(4).JPG,816,612,banana,391,141,564,499
banana012T(4).JPG,816,612,coin,121,264,189,326
banana012T(5).JPG,816,612,banana,368,101,555,486
banana012T(5).JPG,816,612,coin,79,167,147,234
banana012T(6).JPG,816,612,banana,370,123,560,518
banana012T(6).JPG,816,612,coin,93,268,163,334
banana012T(7).JPG,816,612,banana,398,167,556,511
banana012T(7).JPG,816,612,coin,131,283,191,340
banana012T(8).JPG,816,612,banana,412,143,588,487
banana012T(8).JPG,816,612,coin,138,268,199,328
banana013S(1).JPG,816,612,banana,289,314,688,398
banana013S(1).JPG,816,612,coin,139,356,205,416
banana013S(10).JPG,816,612,banana,323,266,688,352
banana013S(10).JPG,816,612,coin,135,310,201,373
banana013S(11).JPG,816,612,banana,315,266,681,356
banana013S(11).JPG,816,612,coin,156,313,219,374
banana013S(12).JPG,816,612,banana,307,255,709,336
banana013S(12).JPG,816,612,coin,130,295,198,354
banana013S(2).JPG,816,612,banana,286,344,675,434
banana013S(2).JPG,816,612,coin,111,386,177,448
banana013S(3).JPG,816,612,banana,303,304,680,395
banana013S(3).JPG,816,612,coin,135,345,198,407
banana013S(4).JPG,816,612,banana,300,262,709,346
banana013S(4).JPG,816,612,coin,119,304,178,364
banana013S(5).JPG,816,612,banana,274,257,654,346
banana013S(5).JPG,816,612,coin,89,298,156,356
banana013S(6).JPG,816,612,banana,331,298,750,387
banana013S(6).JPG,816,612,coin,163,346,224,403
banana013S(7).JPG,816,612,banana,254,268,660,352
banana013S(7).JPG,816,612,coin,106,314,171,376
banana013S(8).JPG,816,612,banana,317,284,687,370
banana013S(8).JPG,816,612,coin,132,328,201,386
banana013S(9).JPG,816,612,banana,278,273,667,357
banana013S(9).JPG,816,612,coin,112,320,180,380
banana013T(1).JPG,816,612,banana,343,130,522,502
banana013T(1).JPG,816,612,coin,147,223,201,275
banana013T(10).JPG,816,612,banana,380,128,543,503
banana013T(10).JPG,816,612,coin,134,224,194,277
banana013T(11).JPG,816,612,banana,374,182,536,537
banana013T(11).JPG,816,612,coin,150,214,206,271
banana013T(12).JPG,816,612,banana,359,130,505,516
banana013T(12).JPG,816,612,coin,134,233,191,285
banana013T(2).JPG,816,612,banana,414,83,643,540
banana013T(2).JPG,816,612,coin,145,216,210,282
banana013T(3).JPG,816,612,banana,407,72,580,550
banana013T(3).JPG,816,612,coin,108,218,176,286
banana013T(4).JPG,816,612,banana,371,97,553,528
banana013T(4).JPG,816,612,coin,127,228,187,284
banana013T(5).JPG,816,612,banana,379,96,577,528
banana013T(5).JPG,816,612,coin,121,244,185,303
banana013T(6).JPG,816,612,banana,363,97,527,489
banana013T(6).JPG,816,612,coin,107,197,167,253
banana013T(7).JPG,816,612,banana,367,148,552,539
banana013T(7).JPG,816,612,coin,149,264,212,321
banana013T(8).JPG,816,612,banana,370,104,551,488
banana013T(8).JPG,816,612,coin,151,217,207,270
banana013T(9).JPG,816,612,banana,421,133,597,545
banana013T(9).JPG,816,612,coin,154,248,213,304
banana014S(1).JPG,816,612,banana,316,336,759,445
banana014S(1).JPG,816,612,coin,43,399,120,477
banana014S(10).JPG,816,612,banana,315,324,770,453
banana014S(10).JPG,816,612,coin,98,379,173,450
banana014S(2).JPG,816,612,banana,327,286,740,415
banana014S(2).JPG,816,612,coin,33,353,121,439
banana014S(3).JPG,816,612,banana,366,418,789,519
banana014S(3).JPG,816,612,coin,76,475,146,547
banana014S(4).JPG,816,612,banana,352,388,744,498
banana014S(4).JPG,816,612,coin,57,443,126,517
banana014S(5).JPG,816,612,banana,335,356,774,479
banana014S(5).JPG,816,612,coin,36,420,105,491
banana014S(6).JPG,816,612,banana,329,382,780,494
banana014S(6).JPG,816,612,coin,27,444,96,518
banana014S(7).JPG,816,612,banana,293,367,732,490
banana014S(7).JPG,816,612,coin,70,412,143,481
banana014S(8).JPG,816,612,banana,276,312,712,427
banana014S(8).JPG,816,612,coin,58,352,131,424
banana014S(9).JPG,816,612,banana,250,273,749,382
banana014S(9).JPG,816,612,coin,31,332,110,408
banana014T(1).JPG,816,612,banana,411,70,657,503
banana014T(1).JPG,816,612,coin,153,215,216,279
banana014T(10).JPG,816,612,banana,346,160,537,496
banana014T(10).JPG,816,612,coin,129,249,187,305
banana014T(2).JPG,816,612,banana,390,79,623,529
banana014T(2).JPG,816,612,coin,88,172,162,241
banana014T(3).JPG,612,612,banana,298,155,482,491
banana014T(3).JPG,612,612,coin,6,329,63,383
banana014T(4).JPG,816,612,banana,416,108,612,515
banana014T(4).JPG,816,612,coin,118,305,182,366
banana014T(5).JPG,816,612,banana,380,95,615,513
banana014T(5).JPG,816,612,coin,89,272,157,335
banana014T(6).JPG,816,612,banana,389,77,638,495
banana014T(6).JPG,816,612,coin,94,285,155,347
banana014T(7).JPG,816,612,banana,314,90,576,500
banana014T(7).JPG,816,612,coin,94,238,161,304
banana014T(8).JPG,816,612,banana,336,99,560,459
banana014T(8).JPG,816,612,coin,123,230,184,291
banana014T(9).JPG,816,612,banana,316,90,530,466
banana014T(9).JPG,816,612,coin,84,236,145,296
banana015S(1).JPG,504,378,banana,25,153,272,247
banana015S(1).JPG,504,378,coin,426,193,486,252
banana015S(2).JPG,504,378,banana,33,173,319,246
banana015S(2).JPG,504,378,coin,429,208,483,258
banana015S(3).JPG,504,378,banana,29,177,209,258
banana015S(3).JPG,504,378,coin,413,215,475,274
banana015S(4).JPG,504,378,banana,52,174,335,228
banana015S(4).JPG,504,378,coin,420,198,467,245
banana015S(5).JPG,504,378,banana,21,183,258,287
banana015S(5).JPG,504,378,coin,428,229,493,292
banana015S(6).JPG,504,378,banana,41,163,359,245
banana015S(6).JPG,504,378,coin,436,205,496,262
banana015S(7).JPG,504,378,banana,31,163,241,257
banana015S(7).JPG,504,378,coin,413,207,479,267
banana015S(8).JPG,504,378,banana,35,162,330,222
banana015S(8).JPG,504,378,coin,416,197,463,242
banana015T(1).JPG,504,378,banana,159,123,395,243
banana015T(1).JPG,504,378,coin,59,149,96,184
banana015T(2).JPG,504,378,banana,178,58,304,293
banana015T(2).JPG,504,378,coin,425,216,465,252
banana015T(3).JPG,504,378,banana,143,96,426,243
banana015T(3).JPG,504,378,coin,42,132,81,173
banana015T(4).JPG,504,378,banana,203,81,327,310
banana015T(4).JPG,504,378,coin,50,152,86,188
banana015T(5).JPG,504,378,banana,139,113,389,232
banana015T(5).JPG,504,378,coin,47,138,85,174
banana015T(6).JPG,504,378,banana,212,80,356,312
banana015T(6).JPG,504,378,coin,47,160,82,196
banana015T(7).JPG,504,378,banana,188,121,420,242
banana015T(7).JPG,504,378,coin,53,146,91,182
banana015T(8).JPG,504,378,banana,225,73,342,298
banana015T(8).JPG,504,378,coin,51,149,88,182
bread001S(1).JPG,816,612,bread,47,364,483,469
bread001S(1).JPG,816,612,coin,692,385,780,477
bread001S(2).JPG,816,612,bread,120,393,554,512
bread001S(2).JPG,816,612,coin,665,400,754,488
bread001S(3).JPG,816,612,bread,81,379,506,486
